Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL,position,age,weekly_gross,annual_gross,currency
Dávid Hancko,Atlético Madrid,DF,28-003,0,2,"1,352",17,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,27,128076.0,6660000.0,€
Haissem Hassan,Oviedo,"FW,MF",23-311,0,1,887,15,,,1.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,23,16153.0,840000.0,€
Jorge Herrando,Osasuna,DF,24-291,0,0,493,12,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,24,12115.0,630000.0,€
Sergio Herrera,Osasuna,GK,32-194,0,0,"1,440",16,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,32,40000.0,2080000.0,€
Yangel Herrera,Girona,MF,27-336,0,0,110,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Yangel Herrera,Real Sociedad,MF,27-336,0,0,88,2,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,27,80000.0,4160000.0,€
Omar El Hilali,Espanyol,DF,22-095,0,2,"1,165",16,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,21,20000.0,1040000.0,€
Ali Houary,Elche,MF,20-133,0,0,123,2,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,SS,20,3846.0,200000.0,€
Dean Huijsen,Real Madrid,DF,20-246,1,1,874,12,,,1.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,20,172307.0,8960000.0,€
Pablo Ibáñez,Alavés,MF,27-087,1,0,909,16,,,2.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,26,20000.0,1040000.0,€
Stanis Idumbo,Sevilla,MF,20-170,0,0,45,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Iglesias,Getafe,DF,27-166,1,0,"1,280",15,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Borja Iglesias,Celta Vigo,FW,32-333,5,2,923,16,,,4.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,32,56153.0,2920000.0,€
Luka Ilić,Oviedo,"MF,FW",26-167,1,0,538,12,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Isco,Betis,MF,33-239,0,1,31,1,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,33,120192.0,6250000.0,€
Urko Izeta,Athletic Club,"MF,FW",26-078,0,0,58,6,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,25,8076.0,420000.0,€
Jairo Izquierdo,Elche,"MF,DF",32-055,0,0,24,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Adnan Januzaj,Sevilla,"FW,MF",30-314,0,0,183,7,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,30,60192.0,3130000.0,€
Mikel Jauregizar,Athletic Club,MF,22-033,1,0,"1,465",17,,,1.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,21,40000.0,2080000.0,€
Jofre,Espanyol,"MF,FW",24-182,0,0,318,9,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Frenkie de Jong,Barcelona,MF,28-218,0,2,865,12,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,28,365384.0,19000000.0,€
Joan Jordán,Sevilla,MF,31-163,0,0,15,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,31,68076.0,3540000.0,€
Josan,Elche,"DF,MF",36-013,0,1,296,8,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,35,8076.0,420000.0,€
Mateo Joseph,Mallorca,"FW,MF",22-058,2,1,969,15,,,3.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,21,17307.0,900000.0,€
Juanmi,Getafe,FW,32-210,0,0,60,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LW,32,48076.0,2500000.0,€
Luiz Lúcio Reis Júnior,Villarreal,GK,24-336,0,0,"1,080",12,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Vinicius Júnior,Real Madrid,"FW,MF",25-157,5,5,"1,243",17,,,6.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Ferran Jutglà,Celta Vigo,"FW,MF",26-318,2,1,645,13,,,2.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,26,44230.0,2300000.0,€
Abu Kamara,Getafe,"MF,FW",22-148,0,0,196,9,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,22,10000.0,520000.0,€
Jon Karrikaburu,Real Sociedad,"FW,MF",23-088,0,0,132,6,,,0.9,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,22,16153.0,840000.0,€
Kiké,Espanyol,FW,36-021,3,0,630,15,,,3.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Koke,Atlético Madrid,MF,33-342,1,2,"1,091",16,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,33,128269.0,6670000.0,€
Luca Koleosho,Espanyol,"MF,FW",21-092,0,0,63,3,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,20,23076.0,1200000.0,€
Jules Koundé,Barcelona,DF,27-034,1,1,"1,163",16,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,26,300576.0,15630000.0,€
Lancinet Kourouma,Girona,MF,21-261,0,0,33,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Goduine Koyalipou,Levante,FW,25-304,1,0,247,11,,,1.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,25,15961.0,830000.0,€
Vladyslav Krapyvtsov,Girona,GK,20-174,0,0,136,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,20,4615.0,240000.0,€
Ladislav Krejčí,Girona,DF,26-240,0,0,180,2,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Takefusa Kubo,Real Sociedad,"MF,FW",24-195,1,1,844,14,,,1.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,24,100000.0,5200000.0,€
Marash Kumbulla,Mallorca,DF,25-311,0,0,215,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,25,72115.0,3750000.0,€
Adrián de la Fuente,Levante,DF,26-293,0,0,862,12,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,26,13846.0,720000.0,€
Yoel Lago,Celta Vigo,DF,21-266,0,0,333,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,21,6153.0,320000.0,€
Aymeric Laporte,Athletic Club,DF,31-203,0,1,859,11,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,31,200384.0,10420000.0,€
Toni Lato,Mallorca,DF,28-025,0,0,159,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,27,28076.0,1460000.0,€
Robin Le Normand,Atlético Madrid,DF,29-035,1,0,931,11,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,28,120192.0,6250000.0,€
Florian Lejeune,Rayo Vallecano,DF,34-210,0,0,"1,430",16,,,0.8,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,34,40000.0,2080000.0,€
Youssef Lekhedim,Alavés,DF,20-070,0,0,669,12,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Iñigo Lekue,Athletic Club,DF,32-226,0,0,264,5,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,32,19230.0,1000000.0,€
Thomas Lemar,Girona,"MF,FW",30-034,0,1,250,7,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,29,31250.0,1625000.0,€
Clément Lenglet,Atlético Madrid,DF,30-182,0,0,730,9,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,30,140384.0,7300000.0,€
Robert Lewandowski,Barcelona,FW,37-117,8,1,642,12,,,7.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,37,400576.0,20830000.0,€
Adrián Liso,Getafe,"FW,MF",20-258,3,0,"1,052",13,,,1.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LW,20,6153.0,320000.0,€
Javier Llabrés,Mallorca,"FW,MF",23-096,0,0,126,7,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Diego Llorente,Betis,DF,32-122,1,0,82,3,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,32,60000.0,3120000.0,€
Marcos Llorente,Atlético Madrid,DF,30-320,0,3,"1,093",13,,,1.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,30,160192.0,8330000.0,€
Giovani Lo Celso,Betis,MF,29-251,1,2,856,13,,,1.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,29,100000.0,5200000.0,€
David López,Mallorca,DF,22-316,0,0,61,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,22,4807.0,250000.0,€
David López,Girona,DF,36-068,0,0,202,3,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,35,72115.0,3750000.0,€
Diego López,Valencia,"FW,MF",23-217,3,0,"1,127",16,,,2.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,23,31923.0,1660000.0,€
Fermin López,Barcelona,"MF,FW",22-219,4,2,587,11,,,2.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Javi López,Oviedo,DF,23-266,0,0,380,6,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,23,20000.0,1040000.0,€
Pau López,Betis,GK,31-003,0,0,630,7,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,30,48076.0,2500000.0,€
Unai López,Rayo Vallecano,MF,30-047,0,2,873,14,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,29,31923.0,1660000.0,€
Iker Losada,Levante,"MF,FW",24-137,0,0,69,4,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,SS,24,20000.0,1040000.0,€
Pol Lozano,Espanyol,MF,26-071,1,0,"1,093",16,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,25,21923.0,1140000.0,€
Sergio Lozano,Levante,MF,26-267,0,0,12,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Oier Luengo,Oviedo,DF,28-035,0,0,135,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,27,16153.0,840000.0,€
José Luis Gayà,Valencia,DF,30-205,0,1,"1,006",14,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
José Luis Morales,Levante,"MF,FW",38-146,1,0,276,15,,,1.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,38,23846.0,1240000.0,€
Dodi Lukebakio,Sevilla,"FW,MF",28-083,1,0,180,2,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Carlos Macià,Villarreal,MF,17-106,0,0,40,1,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Pablo Maffeo,Mallorca,DF,28-157,1,0,"1,020",12,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,28,28076.0,1460000.0,€
Marcão,Sevilla,DF,29-194,0,0,871,12,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,29,60192.0,3130000.0,€
José María Giménez,Atlético Madrid,DF,30-330,0,0,544,7,,,1.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Mariano,Alavés,FW,32-137,0,0,281,9,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Rafa Marín,Villarreal,DF,23-211,1,0,979,11,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,23,48076.0,2500000.0,€
Pablo Marín,Real Sociedad,MF,22-166,0,0,584,14,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,22,20000.0,1040000.0,€
Gerard Martín,Barcelona,DF,23-349,0,0,822,15,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,23,30000.0,1560000.0,€
Iván Martín,Girona,MF,26-305,0,1,"1,128",14,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,26,44230.0,2300000.0,€
Jon Martin,Real Sociedad,DF,19-237,0,0,720,8,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Mario Martín,Getafe,"MF,FW",21-286,2,0,994,15,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,DM,21,10000.0,520000.0,€
Arnau Martinez,Girona,"DF,MF",22-235,1,1,952,14,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Joaquín Martínez Gauna,Sevilla,DF,22-160,0,1,174,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Pablo Martínez,Levante,MF,27-297,0,1,526,9,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,27,20000.0,1040000.0,€
Ramón Martínez,Sevilla,DF,23-055,0,0,102,2,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,22,4615.0,240000.0,€
Toni Martínez,Alavés,FW,28-169,2,1,919,15,,,2.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,28,35961.0,1870000.0,€
Omar Mascarell,Mallorca,MF,32-317,1,1,638,10,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,DM,32,16153.0,840000.0,€
Franco Mastantuono,Real Madrid,"FW,DF",18-124,1,0,548,10,,,2.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RW,18,140192.0,7290000.0,€
Alan Matturro,Levante,DF,21-066,0,0,161,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,20,20000.0,1040000.0,€
Borja Mayoral,Getafe,FW,28-255,4,1,951,13,,,1.9,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,28,92115.0,4790000.0,€
Kylian Mbappé,Real Madrid,FW,26-361,17,4,"1,480",17,,,14.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,26,600961.0,31250000.0,€
Brais Méndez,Real Sociedad,MF,28-343,3,2,981,15,,,1.9,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,28,100000.0,5200000.0,€
Rodrigo Mendoza,Elche,"MF,FW",20-276,1,0,647,12,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,20,10000.0,520000.0,€
Batista Mendy,Sevilla,MF,25-338,1,0,883,12,,,0.7,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,DM,25,58076.0,3020000.0,€
Nobel Mendy,Rayo Vallecano,DF,21-104,1,0,664,8,,,1.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,21,11923.0,620000.0,€
Georges Mikautadze,Villarreal,FW,25-046,3,2,559,10,,,2.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,24,88076.0,4580000.0,€
Éder Militão,Real Madrid,DF,27-332,1,1,"1,000",13,,,1.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,27,280384.0,14580000.0,€
Luis Milla,Getafe,MF,31-070,0,6,"1,304",15,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,30,28076.0,1460000.0,€
Pere Milla,Espanyol,"FW,MF",33-084,5,0,"1,004",14,,,4.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LW,32,24038.0,1250000.0,€
Óscar Mingueza,Celta Vigo,"MF,DF",26-217,1,2,855,14,,,0.5,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,26,22115.0,1150000.0,€
Bojan Miovski,Girona,FW,26-175,0,0,44,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Rafa Mir,Elche,"FW,MF",28-181,6,0,"1,142",16,,,5.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,28,40000.0,2080000.0,€
Johan Mojica,Mallorca,DF,33-117,0,3,"1,220",16,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,33,36153.0,1880000.0,€
Alberto Moleiro,Villarreal,"MF,FW",22-077,6,2,905,15,,,3.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LW,21,60000.0,3120000.0,€
Nahuel Molina,Atlético Madrid,DF,27-254,0,1,541,13,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,27,72307.0,3760000.0,€
Jon Moncayola,Osasuna,"MF,DF",27-217,0,2,"1,391",16,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,27,28076.0,1460000.0,€
Diego Morcillo,Alavés,"FW,MF",22-181,0,0,10,1,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Álex Moreno,Girona,DF,32-191,0,1,"1,305",15,,,0.8,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,32,56153.0,2920000.0,€
Gerard Moreno,Villarreal,FW,33-253,4,0,437,7,,,2.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,33,72115.0,3750000.0,€
Matias Moreno,Levante,DF,22-083,0,0,782,10,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Mateu Morey,Mallorca,DF,25-289,1,0,442,10,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Ilaix Moriba,Celta Vigo,MF,22-331,0,1,"1,032",16,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,22,26153.0,1360000.0,€
Manu Morlanes,Mallorca,MF,26-338,1,0,780,13,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,26,24038.0,1250000.0,€
Santiago Mouriño,Villarreal,DF,23-306,0,1,886,10,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,23,24038.0,1250000.0,€
Aihen Muñoz,Real Sociedad,DF,28-122,0,0,470,11,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LB,28,31923.0,1660000.0,€
Iker Muñoz,Osasuna,MF,23-041,0,0,279,6,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,DM,22,13846.0,720000.0,€
Javier Muñoz,Getafe,"MF,FW",30-291,0,0,179,7,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Víctor Muñoz,Osasuna,"FW,MF",22-156,2,1,"1,127",16,,,1.8,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,LW,22,16153.0,840000.0,€
Vedat Muriqi,Mallorca,FW,31-236,9,0,"1,177",15,,,5.9,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,31,80192.0,4170000.0,€
Juan Musso,Atlético Madrid,GK,31-224,0,0,90,1,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,31,64038.0,3330000.0,€
Natan,Betis,DF,24-313,0,0,"1,409",16,,,0.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,24,60000.0,3120000.0,€
Pau Navarro,Villarreal,DF,20-235,0,0,417,5,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,20,11923.0,620000.0,€
Roberto Navarro,Athletic Club,"FW,MF",23-248,3,0,528,13,,,2.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Martim Neto,Elche,MF,22-336,0,3,619,12,,,0.4,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,22,18076.0,940000.0,€
Yvan Neyou,Getafe,MF,28-347,0,0,67,5,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,DM,28,40000.0,2080000.0,€
Tanguy Nianzou,Sevilla,DF,23-192,0,0,306,5,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,23,80192.0,4170000.0,€
Randy Nteka,Rayo Vallecano,FW,28-010,0,0,41,4,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,27,24230.0,1260000.0,€
Álvaro Núñez,Elche,DF,25-162,0,2,"1,406",16,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,25,10000.0,520000.0,€
Ørjan Nyland,Sevilla,GK,35-097,0,0,360,4,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,34,24038.0,1250000.0,€
Allan Nyom,Getafe,"DF,FW",37-220,0,0,125,5,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Jan Oblak,Atlético Madrid,GK,32-343,0,0,"1,440",16,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,GK,32,400576.0,20830000.0,€
Álvaro Odriozola,Real Sociedad,DF,30-002,1,0,56,1,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,RB,29,51923.0,2700000.0,€
Olasagasti,Levante,MF,25-122,0,1,450,12,,,0.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Dani Olmo,Barcelona,MF,27-223,4,2,834,13,,,3.3,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,27,240384.0,12500000.0,€
Tani Oluwaseyi,Villarreal,FW,25-215,2,1,451,12,,,3.2,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,25,51923.0,2700000.0,€
Aimar Oroz,Osasuna,"MF,FW",24-019,0,1,687,10,,,0.6,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,AM,23,32115.0,1670000.0,€
Ángel Ortíz,Betis,DF,21-144,0,0,120,3,,,0.0,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Asier Osambela,Osasuna,"DF,MF",21-311,0,0,211,5,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,,,,,
Azzedine Ounahi,Girona,"MF,FW",25-241,3,1,780,10,,,0.9,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CM,25,48076.0,2500000.0,€
Mikel Oyarzabal,Real Sociedad,FW,28-239,5,3,"1,138",13,,,6.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CF,28,120384.0,6260000.0,€
Jon Pacheco,Alavés,DF,24-342,0,0,781,10,,,0.1,,,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats,CB,24,20000.0,1040000.0,€
