Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL,position,age,weekly_gross,annual_gross,currency
Adrien Rabiot,Milan,MF,30-257,1,1,720,8,,,0.9,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,30,178076.0,9260000.0,€
Ylber Ramadani,Lecce,MF,29-248,0,0,"1,308",15,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,DM,29,11153.0,580000.0,€
Jacobo Ramón,Como,DF,20-344,1,0,"1,077",13,,,0.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,20,5769.0,300000.0,€
Luca Ranieri,Fiorentina,DF,26-237,1,0,"1,103",14,,,1.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,26,42692.0,2220000.0,€
Federico Ravaglia,Bologna,GK,26-035,0,0,450,5,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,25,14230.0,740000.0,€
Devyne Rensch,Roma,DF,22-332,0,0,260,8,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,22,42692.0,2220000.0,€
Samuele Ricci,Milan,MF,24-117,1,2,593,12,,,1.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,DM,24,89038.0,4630000.0,€
Amir Richardson,Fiorentina,MF,23-326,0,0,42,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,23,42692.0,2220000.0,€
Sergi Roberto,Como,MF,33-312,0,0,184,5,,,0.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,33,42692.0,2220000.0,€
Jesus Rodríguez,Como,FW,20-025,0,4,719,12,,,1.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Juan Rodríguez,Cagliari,DF,20-200,0,0,155,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,20,10769.0,560000.0,€
Filippo Romagna,Sassuolo,DF,28-204,0,0,201,3,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,28,14230.0,740000.0,€
Alessio Romagnoli,Lazio,DF,30-338,0,0,"1,109",13,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,30,106923.0,5560000.0,€
Marten de Roon,Atalanta,MF,34-262,0,0,904,12,,,0.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,DM,34,35576.0,1850000.0,€
Nicolò Rovella,Lazio,MF,24-012,0,1,200,4,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,DM,23,71153.0,3700000.0,€
Jonathan Rowe,Bologna,FW,22-230,0,0,294,7,,,1.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,22,53461.0,2780000.0,€
Amir Rrahmani,Napoli,DF,31-295,0,0,693,8,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,31,61730.0,3210000.0,€
Daniele Rugani,Juventus,DF,31-140,0,0,220,5,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,31,64038.0,3330000.0,€
Stefano Sabelli,Genoa,DF,32-337,0,0,259,5,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,32,12500.0,650000.0,€
Abdelhamid Sabiri,Fiorentina,MF,29-018,0,0,27,1,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,28,28461.0,1480000.0,€
Alexis Saelemaekers,Milan,"DF,FW",26-172,2,2,"1,304",15,,,2.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RW,26,24615.0,1280000.0,€
Álex Sala,Lecce,MF,24-251,0,1,123,4,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,24,7115.0,370000.0,€
Lazar Samardzic,Atalanta,MF,23-295,1,1,505,12,,,0.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Antonio Sanabria,Cremonese,FW,29-287,1,1,446,11,,,1.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,29,56923.0,2960000.0,€
Yellu Santiago,Hellas Verona,MF,21-205,0,0,6,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,21,7115.0,370000.0,€
Jeremy Sarmiento,Cremonese,"MF,FW",23-183,0,0,142,7,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,23,23076.0,1200000.0,€
Amin Sarr,Hellas Verona,FW,24-280,0,0,388,15,,,0.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,24,32115.0,1670000.0,€
Razvan Sava,Udinese,GK,23-178,0,0,540,6,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Giorgio Scalvini,Atalanta,DF,22-005,1,0,288,4,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,21,53461.0,2780000.0,€
Gianluca Scamacca,Atalanta,FW,26-349,5,0,514,9,,,3.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,26,114038.0,5930000.0,€
Simone Scuffet,Pisa,GK,29-199,0,0,180,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,29,14230.0,740000.0,€
Adrian Šemper,Pisa,GK,27-338,0,0,"1,170",13,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Suat Serdar,Hellas Verona,MF,28-249,2,0,773,10,,,2.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,28,39423.0,2050000.0,€
Stephan El Shaarawy,Roma,"MF,FW",33-050,0,1,201,8,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,32,89038.0,4630000.0,€
Jamil Siebert,Lecce,DF,23-258,0,0,78,1,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,23,17884.0,930000.0,€
Marco Silvestri,Cremonese,GK,34-289,0,0,360,4,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,34,17884.0,930000.0,€
Giovanni Simeone,Torino,FW,30-164,4,0,778,12,,,3.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,30,60576.0,3150000.0,€
Leo Skiri Østigård,Genoa,DF,26-018,3,1,945,11,,,2.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Łukasz Skorupski,Bologna,GK,34-225,0,0,817,10,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Ivan Smolčić,Como,DF,25-121,0,0,730,11,,,0.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Simon Sohm,Fiorentina,MF,24-249,0,1,673,13,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,24,32115.0,1670000.0,€
Oumar Solet,Udinese,DF,25-312,0,1,"1,319",15,,,0.8,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,25,25000.0,1300000.0,€
Yann Sommer,Inter,GK,36-364,0,0,"1,170",13,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,36,61730.0,3210000.0,€
Riccardo Sottil,Lecce,"FW,MF",26-196,1,1,465,10,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,26,21346.0,1110000.0,€
Matìas Soulé,Roma,"MF,FW",22-245,4,3,"1,071",15,,,2.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Leonardo Spinazzola,Napoli,"DF,MF",32-266,1,2,637,11,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LB,32,64038.0,3330000.0,€
Nicolae Stanciu,Genoa,"MF,FW",32-223,0,0,172,3,,,0.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,32,28461.0,1480000.0,€
Calvin Stengs,Pisa,MF,26-363,0,0,13,2,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,26,44423.0,2310000.0,€
Nikola Štulić,Lecce,FW,24-099,1,0,872,14,,,1.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Petar Sucic,Inter,MF,22-052,1,2,753,14,,,0.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Ibrahim Sulemana,Bologna,MF,22-208,0,0,38,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,DM,22,17884.0,930000.0,€
Kamaldeen Sulemana,Atalanta,MF,23-304,2,1,500,11,,,0.9,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,23,56923.0,2960000.0,€
Zion Suzuki,Parma,GK,23-117,0,0,990,11,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,23,17884.0,930000.0,€
Mile Svilar,Roma,GK,26-111,0,0,"1,350",15,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,26,83846.0,4360000.0,€
Adrien Tameze,Torino,"DF,MF",31-315,0,0,677,14,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Nuno Tavares,Lazio,DF,25-324,0,0,512,9,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LB,25,78269.0,4070000.0,€
Filippo Terracciano,Cremonese,DF,22-311,2,0,"1,249",14,,,1.9,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,22,28461.0,1480000.0,€
Pietro Terracciano,Milan,GK,35-283,0,0,125,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,35,28461.0,1480000.0,€
Morten Thorsby,Genoa,MF,29-225,2,1,565,9,,,1.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,29,20000.0,1040000.0,€
Kristian Thorstvedt,Sassuolo,MF,26-278,1,1,860,13,,,2.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,26,14807.0,770000.0,€
Khéphren Thuram,Juventus,MF,24-265,1,1,993,14,,,0.9,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,24,71153.0,3700000.0,€
Marcus Thuram,Inter,FW,28-132,4,1,641,10,,,3.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,28,147884.0,7690000.0,€
Fikayo Tomori,Milan,DF,27-362,0,2,"1,044",13,,,0.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,27,86346.0,4490000.0,€
Idrissa Touré,Pisa,DF,27-231,1,0,"1,090",13,,,1.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RM,27,4230.0,220000.0,€
Mattéo Tramoni,Pisa,"MF,FW",25-330,0,1,640,14,,,1.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Mariano Troilo,Parma,DF,22-177,0,0,247,5,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,22,15961.0,830000.0,€
Kostas Tsimikas,Roma,DF,29-218,0,0,243,7,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Stefano Turati,Sassuolo,GK,24-102,0,0,90,1,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,GK,23,16346.0,850000.0,€
Lautaro Valenti,Parma,DF,26-336,0,0,948,11,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,26,14807.0,770000.0,€
Nicolás Valentini,Hellas Verona,DF,24-254,0,0,444,7,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,24,35576.0,1850000.0,€
Emanuele Valeri,Parma,DF,27-009,0,1,772,11,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LB,26,26730.0,1390000.0,€
Álex Valle,Como,DF,21-235,0,1,"1,026",13,,,0.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LB,21,10769.0,560000.0,€
Ignace Van Der Brempt,Como,DF,23-259,0,0,108,4,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,23,8846.0,460000.0,€
Jari Vandeputte,Cremonese,MF,29-305,0,4,"1,036",15,,,0.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,29,21346.0,1110000.0,€
Jamie Vardy,Cremonese,FW,38-339,4,0,875,11,,,2.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,38,35576.0,1850000.0,€
Johan Vásquez,Genoa,DF,27-055,0,0,"1,350",15,,,0.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,26,24615.0,1280000.0,€
Franco Vázquez,Cremonese,"FW,MF",36-297,1,1,459,13,,,1.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,36,42692.0,2220000.0,€
Matías Vecino,Lazio,MF,34-114,0,0,237,8,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,34,71153.0,3700000.0,€
Danilo Veiga,Lecce,DF,23-082,0,1,"1,122",14,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,22,8846.0,460000.0,€
Lorenzo Venturino,Genoa,"FW,MF",19-177,0,0,40,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RW,19,3653.0,190000.0,€
Antonio Vergara,Napoli,"FW,MF",22-334,0,0,7,2,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,22,10769.0,560000.0,€
Mattia Viti,Fiorentina,DF,23-326,0,0,211,8,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,23,35576.0,1850000.0,€
Martin Vitík,Bologna,DF,22-329,0,0,360,5,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,22,21346.0,1110000.0,€
Vitinha,Genoa,FW,25-276,2,1,748,14,,,1.8,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,25,64038.0,3330000.0,€
Dušan Vlahović,Juventus,FW,25-322,3,1,680,13,,,4.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,25,427307.0,22220000.0,€
Nikola Vlašić,Torino,"MF,FW",28-073,3,2,"1,079",15,,,2.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,27,49230.0,2560000.0,€
Mërgim Vojvoda,Como,"FW,DF",30-318,1,0,634,12,,,0.8,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,30,26730.0,1390000.0,€
Cristian Volpato,Sassuolo,"FW,MF",22-031,1,4,474,10,,,0.8,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,21,25000.0,1300000.0,€
Aster Vranckx,Sassuolo,MF,23-073,0,0,445,9,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,22,71153.0,3700000.0,€
Stefan de Vrij,Inter,DF,33-314,0,0,181,3,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,33,135384.0,7040000.0,€
İsak Vural,Pisa,MF,19-202,0,0,352,7,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,19,8846.0,460000.0,€
Sebastian Walukiewicz,Sassuolo,DF,25-255,0,0,"1,146",14,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CB,25,21346.0,1110000.0,€
Wesley,Roma,DF,22-101,3,0,"1,098",13,,,1.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,21,71153.0,3700000.0,€
Kenan Yıldız,Juventus,"MF,FW",20-226,5,4,"1,159",14,,,3.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,20,56923.0,2960000.0,€
Mattia Zaccagni,Lazio,FW,30-183,3,0,"1,171",14,,,2.4,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LW,30,106923.0,5560000.0,€
Nicola Zalewski,Atalanta,DF,23-327,1,1,529,11,,,0.6,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LM,23,56923.0,2960000.0,€
Andre-Frank Zambo Anguissa,Napoli,MF,30-030,4,1,933,11,,,2.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Nicolò Zaniolo,Udinese,FW,26-167,4,0,876,13,,,2.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,AM,26,64038.0,3330000.0,€
Alessandro Zanoli,Udinese,DF,25-074,0,1,805,12,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,24,14230.0,740000.0,€
Duván Zapata,Torino,FW,34-259,1,1,351,10,,,1.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CF,34,96153.0,5000000.0,€
Gabriele Zappa,Cagliari,DF,25-359,0,1,908,13,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,25,21346.0,1110000.0,€
Davide Zappacosta,Atalanta,DF,33-188,0,2,913,12,,,0.7,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RM,33,32115.0,1670000.0,€
Oier Zarraga,Udinese,MF,26-346,0,0,191,8,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,26,8653.0,450000.0,€
Jordan Zemura,Udinese,DF,26-032,0,0,497,9,,,0.1,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,LB,25,9807.0,510000.0,€
Alessio Zerbin,Cremonese,"DF,MF",26-288,0,2,598,10,,,0.5,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RM,26,6346.0,330000.0,€
Edon Zhegrova,Juventus,MF,26-260,0,0,70,4,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RW,26,89038.0,4630000.0,€
Piotr Zieliński,Inter,MF,31-210,1,1,427,12,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,CM,31,160192.0,8330000.0,€
Jan Ziółkowski,Roma,DF,20-194,0,0,112,5,,,0.0,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Nadir Zortea,Bologna,DF,26-180,0,0,679,10,,,0.3,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,RB,26,28461.0,1480000.0,€
Milan Đurić,Parma,FW,35-208,0,0,58,10,,,0.2,,,Serie A,Italy,cloudscraper,https://fbref.com/en/comps/11/stats/Serie-A-Stats,,,,,
Ragnar Ache,Köln,FW,27-141,1,3,481,13,,,2.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,27,54423.0,2830000.0,€
Junior Adamu,Freiburg,FW,24-193,1,1,434,8,,,1.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,24,21730.0,1130000.0,€
Karim Adeyemi,Dortmund,"MF,FW",23-332,4,1,676,14,,,2.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,23,96153.0,5000000.0,€
Oladapo Afolayan,St. Pauli,"MF,FW",27-307,0,0,150,7,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,27,21730.0,1130000.0,€
Felix Agu,Werder Bremen,DF,26-080,0,0,483,6,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,25,32692.0,1700000.0,€
Kevin Akpoguma,Hoffenheim,DF,30-241,0,0,25,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,30,29038.0,1510000.0,€
Skelly Alvero,Werder Bremen,DF,23-226,0,0,34,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,23,16346.0,850000.0,€
Aurele Amenda,Eint Frankfurt,DF,22-138,0,0,156,6,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Nadiem Amiri,Mainz 05,MF,29-050,3,1,"1,034",12,,,3.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,28,54423.0,2830000.0,€
Mohamed Amoura,Wolfsburg,FW,25-221,6,2,938,14,,,5.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,25,90769.0,4720000.0,€
Robert Andrich,Leverkusen,"MF,DF",31-085,1,0,956,13,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,30,72500.0,3770000.0,€
Ilyas Ansah,Union Berlin,"MF,FW",21-038,5,1,"1,019",14,,,2.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,20,14423.0,750000.0,€
Aaron Anselmino,Dortmund,DF,20-231,1,0,346,5,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Waldemar Anton,Dortmund,DF,29-149,1,0,"1,170",13,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,29,101538.0,5280000.0,€
Maximilian Arnold,Wolfsburg,MF,31-203,1,3,"1,170",13,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,31,72500.0,3770000.0,€
Arthur,Leverkusen,DF,22-274,0,2,495,7,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,22,18076.0,940000.0,€
Fisnik Asllani,Hoffenheim,"FW,MF",23-130,6,2,902,14,,,4.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,23,36346.0,1890000.0,€
Lorenz Assignon,Stuttgart,DF,25-177,0,0,504,9,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,25,43461.0,2260000.0,€
Noah Atubolu,Freiburg,GK,23-205,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,23,21730.0,1130000.0,€
Leon Avdullahu,Hoffenheim,MF,21-296,0,1,"1,206",14,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,21,27307.0,1420000.0,€
Mio Backhaus,Werder Bremen,GK,21-244,0,0,"1,080",12,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,21,8076.0,420000.0,€
Loïc Bade,Leverkusen,DF,25-249,0,0,950,13,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Johan Bakayoko,RB Leipzig,FW,22-240,2,0,664,12,,,1.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,22,61730.0,3210000.0,€
Ridle Baku,RB Leipzig,DF,27-252,0,2,"1,063",12,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,27,72500.0,3770000.0,€
Fabio Baldé,Hamburger SV,"FW,MF",20-149,0,1,179,9,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,20,9038.0,470000.0,€
Noahkai Banks,Augsburg,DF,19-015,1,0,801,11,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,18,12692.0,660000.0,€
Ezechiel Banzuzi,RB Leipzig,MF,20-303,0,1,336,12,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,20,29038.0,1510000.0,€
Michy Batshuayi,Eint Frankfurt,FW,32-075,1,0,139,6,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,31,65384.0,3400000.0,€
Daniel Batz,Mainz 05,GK,34-338,0,0,180,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,34,7307.0,380000.0,€
